USRA,0
SNSI,3
BAMR,0
SPX,2
SPY,0
SPZ,3
BSDP,2
SPP,5
SPQ,0
SPR,0
SPT,5
MSSD,0
SPV,0
HEI,0
SPJ,14
SPK,2
BSDA,0
SPN,11
SPO,0
BSDL,0
SPC,2
SPD,0
SPE,4
SPF,0
LGTR,0
JNR,2
JNP,0
PQD,0
PQE,2
JNU,8
JNT,0
PQH,0
JNZ,0
WEL,0
JNX,0
PQL,2
PQM,0
PQN,3
JNA,2
PQS,0
PQU,0
JNE,0
JND,4
JNK,0
KFPR,0
PQZ,0
JNH,12
JNO,4
JNN,0
JNM,0
JNL,2
BEJ,0
BEK,0
BEH,2
BEI,0
BEO,0
BEM,2
BEB,3
BEC,0
BEA,6
BEF,0
BEG,2
BEE,0
BEY,2
BER,5
BEP,0
BEQ,0
BEW,0
BET,2
BEU,0
BIRP,0
MIYN,0
BIRA,0
BIRD,3
GRV,0
GRU,0
GRR,0
GRS,0
GRP,0
PPNI,0
GRZ,0
GRX,2
GRY,2
GRF,0
GRG,0
GRD,2
GRE,0
GRB,0
GRA,2
GRN,0
GRO,2
GRL,2
GRM,0
GRJ,0
PPNS,0
GRH,0
GRI,0
NOL,0
NOH,0
NOI,2
NOK,3
HLW,0
HLV,0
TJM,0
HLR,0
HLP,0
HLN,3
HLK,0
NOY,0
TJW,0
HLG,0
HLE,0
HLD,0
NOQ,6
SMDM,0
STPD,2
DLDE,0
SMDC,0
STPT,0
SMDT,0
SMDP,0
PNDR,0
PNDP,0
PNDM,2
KTOA,0
SPL,0
BAWA,0
RKJE,0
BAWD,0
MLN,3
DIVA,0
ROHN,0
RLL,0
RLO,2
EDA,0
RLK,0
LMP,2
RLD,0
RLG,0
LMT,2
LMU,0
KYV,0
LMK,3
LMM,0
LMN,2
LMO,2
LMA,0
RLW,0
LMC,0
LMD,0
RLP,0
RLS,0
LMG,9
DPW,0
MOTA,0
DPU,2
DPT,0
DPS,4
DPR,3
MOTG,0
MOTH,4
DPZ,0
DPX,0
DPE,0
DPD,0
DPC,0
DPA,3
DPL,2
DPK,0
DPJ,5
DPI,0
DPH,0
LD,6
LC,4
LO,0
KNYR,0
LM,4
LH,0
LW,0
LT,0
LR,0
LS,3
LP,0
SLHP,0
GBRA,0
SVNI,0
GBRI,0
BYR,0
STJT,2
GBRS,0
SVNR,0
MNKD,0
MLS,0
PNQ,3
PNP,11
PNU,8
PNT,0
PNW,3
PNV,0
MRLM,0
PNK,4
PNJ,0
PNM,0
PNC,7
PNB,0
PNE,3
PND,5
PNF,2
MNJR,0
MNKN,0
MLQ,0
GRRU,2
KADI,0
MRT,2
MRU,0
KCKI,2
MRQ,0
MRR,5
MRL,4
MRM,0
MRN,2
MRJ,15
MRK,5
MRD,0
MRE,2
MRF,0
MRG,2
MRA,4
MRB,2
MRC,0
APR,7
APP,0
APQ,0
APT,5
APJ,0
APK,2
APH,0
API,2
APN,2
APL,0
APB,0
APA,0
APG,0
APD,0
APE,0
PKBS,0
BDLC,0
KUPR,2
MVPM,0
BTYA,0
JGBR,0
CKLT,0
BAJN,0
CKLA,0
BAJE,0
KADR,0
KXH,2
KXI,0
KXJ,2
MBSK,0
KXL,2
KXM,0
KXN,3
KXO,0
KXA,0
KXB,0
SASR,0
KXD,0
KXE,0
KXF,0
KXG,0
KXX,0
KXZ,0
KXP,0
KXT,0
KKLR,3
VND,0
KKLU,0
KMME,4
KMMD,0
SASG,0
BCYN,0
BJWS,0
YAL,0
YAD,0
CRWL,0
PYLA,0
SASN,4
SPAM,0
MBNL,2
RMGJ,0
DNKL,7
MBNR,7
KPNA,2
ANSB,4
PDZ,0
PDY,2
SDVL,0
CLD,0
DJRZ,0
CLE,0
KLYT,0
SKGH,2
CLG,7
VCN,0
CLA,0
MMKB,0
CLC,0
WKI,4
WKA,0
MKHI,0
AIRL,0
MKHR,0
PDL,2
WKR,5
KLYH,0
DHE,0
PDG,0
PDF,0
PDD,2
BRDH,0
KDTR,0
PNYA,2
BRDA,0
AMSA,2
MTUR,0
PDA,0
BRDT,0
BRDV,0
KDTN,0
KRPU,4
KRPR,0
KRPP,0
JWLS,0
PLL,0
VDKS,0
KRPB,0
UMBY,0
NFKN,0
PLCJ,6
TKLN,0
ALMW,0
MLSU,0
ALMR,2
TKLE,0
BLQR,2
TKLB,0
DMA,0
DMC,2
DMD,0
DME,0
DMF,0
DMG,2
DMH,0
DMK,0
DML,0
DMM,10
DMN,5
DMO,5
DMP,3
DMR,2
DMT,0
DMU,0
DMV,6
DMW,2
DMZ,0
BHVP,0
BSBR,0
BSBP,0
BSBY,0
MSMD,3
SABD,0
PSJ,0
JLT,0
JLW,2
JLQ,0
PSO,0
JLS,2
JLR,5
PSB,2
KLJI,0
PSA,8
JLY,0
PSD,0
PSE,0
PSZ,0
JLD,4
JLG,0
PSR,2
JLL,5
NRLR,3
JLN,2
PSV,0
PST,0
HNA,5
HNC,0
BCH,5
HND,0
OMLF,2
BCK,0
BCD,0
HNH,0
HNK,0
HNM,0
HNL,4
BCB,0
HNN,0
HNS,2
HNR,0
NSKL,0
BCY,3
BCT,3
BCU,2
BCP,0
BCQ,0
BPF,3
KYSD,0
KYSB,0
SRB,0
SRC,6
SRA,0
SRF,2
NEMA,0
SRE,8
SRJ,8
SRK,0
SRI,2
SRO,3
SRL,0
JBCN,0
SRR,8
SRP,4
SRW,0
SRT,3
SRU,3
SRZ,0
SRX,0
SRY,2
HLZ,1
TDK,0
NMT,0
TDH,0
TDO,3
TDN,2
NMP,0
TDL,11
HLX,2
NMZ,3
RNBT,0
TDD,4
NMF,0
NMG,0
NMD,0
NMC,0
NMA,0
ATUL,0
TDR,0
NML,0
NMM,2
NMJ,3
NMK,3
TDU,7
LOA,0
LOG,0
PDKM,0
LOL,0
LOM,0
DKRA,0
LOV,0
PDKT,3
LOT,0
FHT,2
TJP,0
KTMA,2
PIGT,0
RJW,0
ALPR,0
RJU,0
RJT,9
RJS,0
RJR,2
RJQ,0
RJP,6
KGMR,0
RJY,15
HLB,0
RJG,2
RJD,0
RJB,0
RJA,3
RJO,0
RJN,3
RJL,0
RJK,2
RJI,0
JHDC,0
DRZ,1
BMPR,0
DRQ,0
GLNA,0
DRR,0
DRU,2
DRW,0
DRV,0
DRI,0
DRH,4
DRL,5
DRO,0
JNDO,0
DRA,0
BMPL,0
ABGT,0
DRD,9
DRG,0
VVKN,0
VVKP,0
BIPR,0
BGKT,5
KISN,0
SVHE,2
HEOC,0
NKRA,0
NDRT,0
BGKA,0
CXA,0
METR,0
GOM,2
GOL,3
BNPT,0
MNHL,0
MNHA,0
BNPA,0
GOH,2
MLD,4
NNNL,0
GOE,0
GOD,0
KHKT,0
CHDX,0
MLO,3
CHDA,0
AHLR,0
CAPE,1
KHKN,0
CAPC,0
MPF,0
MPG,0
MPD,0
RWTB,2
MPC,0
MPA,2
AVT,0
MPO,0
MPL,4
AVP,0
MLP,2
MPH,0
AVS,0
AVL,0
AVN,2
MPU,2
AVH,0
AVK,0
AVD,4
GOY,4
MPY,2
MLT,0
KANO,2
KJGY,0
KANJ,0
ADHL,0
AJE,2
NALR,0
BDJR,0
GGAR,0
JDA,0
CSMA,0
JDB,2
BTGH,0
KZS,0
KZQ,0
BRHU,0
KZW,0
KZT,7
KZU,0
KZX,0
KZY,2
KZB,2
GTNR,2
MWP,0
KZA,2
KZE,6
KZJ,14
KZK,5
KZH,0
KZI,0
DEB,2
RKSH,2
BHKD,2
RKSN,2
BHKL,0
BHKH,0
NRX,0
DEG,2
GOGH,7
