LMO,DAS,2,33
LMG,DPU,27,32
LMG,HJI,5,45
LMG,MBG,2,66
LMG,JID,2,123
LMG,LKA,19,30
LMG,DMV,1,69
LMG,GHY,4,180
LMG,MYD,2,10
LMG,LGT,2,39
DPU,DMV,27,37
MOTC,RWL,3,7
MOTC,HW,3,4
DPS,KNPS,2,20
DPS,DJHR,2,21
DPS,BJMD,2,22
DPS,NOMD,2,8
DPR,SEO,11,14
DPR,NGG,15,16
DPR,MB,4,59
MOTH,AIT,8,34
MOTH,JHS,2,56
MOTH,CGN,8,24
MOTH,ORAI,2,58
JID,NNGE,2,49
JID,CPK,18,34
JID,GHY,16,58
JID,DGU,4,23
JID,HJI,2,79
MVLK,CNGR,31,12
MVLK,QLN,2,49
MVLK,CYN,2,6
UKL,TUP,3,14
UKL,ED,3,36
DPA,JP,26,7
DPA,SWM,14,124
DPA,BNLW,12,59
SDGM,HMT,2,81
SDGM,ASV,2,5
DPL,LKN,2,5
DPL,BGS,2,13
DPJ,HSRA,17,92
DPJ,SA,17,66
DPJ,PCV,2,21
DPJ,OML,2,55
UKA,UDL,2,12
UKA,PAW,2,9
LD,DWR,17,70
LD,PUNE,1,467
LD,LWR,22,34
LD,BGM,26,51
LD,CLR,15,25
LD,KNP,4,26
KAMG,JOQ,2,8
KAMG,GOGH,2,26
KAMG,FKM,2,49
LC,DAL,3,2
LC,BNZ,10,7
LC,ASH,3,2
LC,LJN,10,5
LM,RUR,2,27
LM,BTD,3,49
LM,WC,3,20
LM,JVN,2,23
BNLW,ISA,4,26
BNLW,SWM,6,65
BNLW,CKB,2,44
LS,NR,10,17
LS,NK,8,48
LS,MMR,18,25
BLPU,BE,2,36
BLPU,PMR,1,16
BLPU,MK,2,7
BLPU,TSA,2,7
BLPU,TLH,1,16
BLPR,KUTI,2,4
BLPR,RNGG,2,4
TPH,TLJ,2,10
TPH,SBG,10,38
TPH,BHW,12,16
ANTU,AME,6,14
ANTU,JGJ,1,8
ANTU,MFL,2,8
ANTU,PBH,4,21
ANTU,CIL,3,17
CLDR,HCNR,2,11
CLDR,SGDP,2,11
RDHP,DEOR,4,41
RDHP,SIOB,2,134
RDHP,SNLR,4,43
RDHP,BLDI,2,68
NLDA,CTYL,4,26
NLDA,GNT,2,172
NLDA,RMNP,2,34
NLDA,BN,2,77
NLDA,MRGA,18,38
NLDA,SC,12,109
KWAE,NDAE,17,39
KWAE,KGLE,2,58
KWAE,SALE,13,17
KWAE,AZ,2,73
PNP,UMB,22,109
PNP,NDLS,17,90
PNP,SZM,5,85
PNP,DLI,3,89
PNP,GNU,3,29
PNP,KUN,34,34
PNP,SMK,14,17
PNP,DEC,2,94
PNP,DEE,2,91
NLDM,NNGL,2,3
NLDM,ANSB,6,20
NLDM,UHL,2,17
BINA,SCI,1,94
BINA,BAQ,28,45
BINA,DUA,10,35
BINA,BPL,52,138
BINA,JHS,45,152
BINA,BAB,2,128
BINA,MABA,13,18
BINA,SGO,6,74
BINA,BHS,8,86
BINA,ASKN,3,75
BINA,LAR,33,62
BINA,MNV,9,28
PNW,BKSC,6,17
PNW,KSX,4,12
PNW,JAA,2,24
PNK,CNB,9,10
PNK,RURA,12,33
PNK,GOY,4,7
PNK,PHD,1,72
BKNG,RJT,14,6
BKNG,GDL,14,35
PNC,FUT,45,12
PNC,BKG,7,6
PNC,MKA,4,80
PNC,GZH,10,3
PNC,PNBE,23,10
PNC,RJPB,33,7
PNC,BKP,10,36
SRNR,GWD,6,12
SRNR,MBNR,2,63
SRNR,WPR,4,10
PNE,BHP,13,4
PNE,AMP,7,15
PND,APR,24,51
PND,BIG,6,54
PND,KOI,2,11
PND,BSP,18,100
PND,HRB,2,8
PNF,JOA,2,16
PNF,PRLI,2,36
KUDL,SNDD,6,14
KUDL,KRMI,2,99
KUDL,THVM,4,75
KUDL,RN,10,195
KUDL,SWV,6,30
CTKT,DNA,4,30
CTKT,KHTU,2,6
CTKT,DIA,6,35
SIPR,SWA,1,5
SIPR,MHH,1,3
JPG,NJP,2,35
JPG,RQJ,2,9
JPG,HDB,6,22
JPG,MOP,2,6
JOP,ZBD,4,7
JOP,BTP,2,38
JOP,LBA,4,63
JOP,SLN,10,86
JOP,JLL,4,18
JOP,SKN,8,28
JOP,BSB,12,58
JOQ,GOGH,2,18
JOR,MKSR,4,32
JOR,MON,4,35
PRF,SWPR,6,13
PRF,BOY,11,9
PRF,KEH,5,9
SAN,LKO,13,48
SAN,UTA,2,5
SAN,MLD,3,24
SAN,AMG,3,43
SAN,BLM,12,20
SAN,HRI,9,54
SAN,RBD,4,11
PRB,KPP,4,15
PRB,SEH,4,14
SAC,GWL,2,18
SAC,MLAR,2,7
PRL,TNM,4,31
SAA,AMH,4,13
SAA,MMA,4,9
MUR,NGB,2,21
MUR,MSW,14,14
MUR,GKP,4,125
MUR,KEA,2,30
MUR,BST,20,61
MUR,BV,6,31
MUR,AY,6,39
SAG,DUI,19,16
SAG,SFM,13,12
SAG,JHL,6,50
PRH,EE,2,2
PRH,NZD,2,17
NGR,UBL,9,35
NGR,SVHE,2,13
NGR,GDG,11,23
PRT,CUPJ,2,27
PRT,VM,4,20
PRT,TDPR,2,23
JOB,FL,13,18
JOB,JP,11,37
JOB,HDA,2,10
JOC,BURN,13,33
JOC,ASN,4,37
JOC,ANR,7,13
JOC,PRR,10,39
PRP,TKN,7,13
PRP,KQR,7,44
PRP,GAYA,5,33
PRP,GJD,3,34
PRP,GAP,2,12
PRR,BBM,13,31
PRR,GUG,2,29
PRR,GAYA,2,261
PRR,TATA,14,90
PRR,BJE,2,49
PRR,ADRA,6,39
PRR,CKP,6,118
PRR,ANR,13,26
PRR,BKSC,4,64
PRR,CNI,2,54
BLW,CNK,2,7
BLW,RSI,2,9
SAP,NDKD,2,53
SAP,PGRL,14,32
SAP,GNT,16,42
SAW,BOY,8,15
SAW,SQN,7,10
SAW,MOF,6,7
SAV,BSL,2,16
SAV,NB,2,9
SAU,ADI,5,28
SAU,ABD,2,12
SAU,CE,2,11
SAU,VG,5,37
NRKR,PAR,19,18
NRKR,BZU,4,105
NRKR,NGP,6,85
NRKR,CNDB,4,95
NRKR,AMLA,2,82
NRKR,KATL,15,25
SNF,BMT,6,4
SNF,LPI,6,14
GRRU,RFJ,12,16
GRRU,GAYA,12,22
CHE,NWP,10,47
CHE,DUSI,2,6
CHE,VZM,50,70
CHE,TIU,6,19
CHE,PDU,4,16
CHE,PSA,46,72
CHE,CPP,10,39
CHE,BAM,2,147
JNR,KML,6,20
JNR,SMI,6,25
MRT,HTC,1,40
CHI,ROHA,8,179
CHI,SGR,4,59
CHI,PNVL,11,256
CHI,SVX,2,26
CHI,KHED,7,41
CHI,RN,18,106
JAT,VJPJ,7,21
JAT,SMBX,9,33
JAT,BBMN,8,9
JAT,PTKC,12,99
JAT,KTHU,28,77
JAT,UHP,6,54
JAT,GHGL,2,42
JAT,RMJK,2,44
SKTN,KRSL,4,10
MRR,RJG,6,12
MRR,NHT,8,16
MRR,PKR,7,23
MRR,CTR,1,7
MRR,RPH,4,31
KASR,KUR,2,11
KASR,DEG,2,5
MRL,NVS,8,9
MRL,UDN,2,17
MRL,SCH,4,7
MRL,ST,2,22
JAO,RTM,11,33
JAO,MDS,9,51
JAO,NLI,2,20
JAO,DOD,4,17
CHR,BUI,1,21
CHR,PEP,2,11
CHR,RSR,3,11
JAM,RJT,4,85
JAM,BNVD,2,79
JAM,WSJ,4,98
JAM,KNLS,2,27
JAM,LPJ,6,43
JAM,HAPA,39,9
JAM,KMBL,23,54
JAJ,GHR,16,11
JAJ,STL,11,19
JAJ,PNBE,2,177
JAJ,JMU,18,26
JAJ,BJU,14,93
JAJ,KIUL,32,54
JAJ,LKR,4,55
JAJ,JSME,77,44
CHV,PAY,12,14
CHV,KZE,4,15
CHV,NLE,12,5
CHV,TKQ,4,8
MRK,CBM,6,26
MRK,DKD,8,24
MRK,GID,2,59
MRK,TLU,2,13
MRK,NRT,2,99
MRE,BMU,1,9
MRE,SYWN,1,4
CHZ,BG,2,34
CHZ,MLY,2,7
MRG,DBY,2,13
MRG,LEDO,2,8
MRA,DHO,30,27
MRA,GWL,45,39
MRA,BAO,2,19
MRB,KBL,5,22
MRB,HPT,5,6
JAA,MURI,18,13
JAA,BKSC,8,40
JAA,KSX,8,11
BRKA,MURI,2,58
BRKA,RRME,3,9
BRKA,BHKD,2,12
BRKA,DTO,4,185
BRKA,RMT,11,5
BRKA,GMIA,2,52
BRKA,DHN,2,118
BRKA,PTRU,13,20
BRKA,TORI,4,85
BRKA,ARGD,1,4
BRKA,PUS,2,72
BTKP,ATE,4,22
BTKP,CKTD,4,15
DBA,GWL,34,42
DBA,JHS,6,55
DBA,SOR,4,19
DBA,DAA,24,30
VSKP,SCM,19,8
VSKP,VZM,82,61
VSKP,DVD,44,18
VSKP,AKP,9,34
VSKP,RJY,40,201
VSKP,SLO,24,150
VSKP,BAM,8,277
DBB,GUP,2,6
DBD,MOZ,23,24
DBD,RK,1,60
DBD,TPZ,6,28
DBD,SRE,16,34
DBG,KML,6,23
DBG,SKI,10,19
DBG,KKHT,4,7
DBY,MJN,2,26
SNN,BPK,1,7
SNN,HGT,1,17
API,DG,2,10
API,ODC,2,23
APN,VGE,2,19
APN,SXT,2,8
DBR,SRJ,9,33
DBR,BRG,4,16
DBR,ALD,2,78
DBR,MKP,15,23
DBU,GBD,8,39
DBU,YNK,8,21
ATP,DHNE,8,112
ATP,GTL,18,68
ATP,DMM,58,34
ATP,KLU,2,27
ATP,KRNT,2,165
VNUP,NDKD,8,18
VNUP,MRGA,8,20
THVM,SNDD,2,90
THVM,PERN,6,15
THVM,KRMI,8,25
THVM,RN,2,269
THVM,SWV,2,46
RPRD,NRLR,13,7
RPRD,KSNG,15,16
RPRD,AMB,2,32
TKG,TBR,2,6
TKG,GAGA,2,12
TKD,OKA,6,7
TKD,FDB,10,10
TKD,NDLS,1,18
TKD,NZM,3,10
TKE,BDVT,8,20
TKE,RRB,8,24
HMY,TBH,2,18
HMY,NLP,2,29
NLV,BPRD,4,48
NLV,KTCH,2,10
NLV,RNY,10,17
NLV,TIHU,2,17
NLV,PBL,2,27
TKN,GAYA,7,19
TKJ,ANVR,2,11
TKJ,NDLS,1,3
TKJ,NZM,1,4
TKJ,CSB,2,1
JNA,JIND,7,25
JNA,ROK,7,32
TKH,JRG,2,6
TKH,ROP,2,6
HML,VNE,2,32
HML,GPZ,2,19
NLE,PAY,4,20
NLE,KZE,16,10
NLD,RGD,4,11
NLD,SILO,3,5
KUGT,MANU,2,21
KUGT,PEC,2,10
TKQ,PAY,4,6
NLI,RTM,2,13
HMG,BHL,2,18
HMG,GGR,2,14
DLB,POZ,1,9
DLB,AWB,1,13
MAG,NBR,4,11
MAG,GNT,4,20
MAG,NGNT,2,18
MAG,BZA,7,12
MAG,KCC,3,7
AFK,CKI,28,15
AFK,TCR,2,46
AFK,DINR,6,13
AFK,AWY,36,9
DLK,TETA,6,8
DLK,KIR,4,85
DLK,KNE,26,28
DLK,BOE,18,29
GCH,MKN,2,29
GCH,DNA,2,15
DLI,KRJ,2,82
DLI,AMRO,3,130
DLI,ANDI,2,9
DLI,GZB,38,20
DLI,SZM,20,3
DLI,MB,11,161
DLI,NUR,1,26
DLI,ALJN,2,126
DLI,SBB,5,13
DLI,KUN,2,123
DLI,ATT,2,472
DLI,CNB,4,433
DLI,RE,2,82
DLI,UMB,2,197
DLI,DEC,16,14
DLI,DSA,22,6
DLI,DEE,17,4
DLI,DKZ,8,3
DLI,SSB,2,10
SNQ,MUW,2,8
SNQ,JSME,2,9
DLO,NJP,2,109
DLO,NMZ,4,53
DLO,BNV,4,9
DLO,HSA,6,25
DLN,ZNA,18,14
DLN,PNBE,2,154
DLN,BXR,18,37
DLN,MGS,18,58
DLN,GMR,6,16
DLR,JKN,7,9
DLR,ARJ,4,37
DLQ,BLM,2,8
DLQ,UTA,2,7
DGA,CI,2,29
DGA,STLR,4,4
DGA,SEE,18,23
DGA,ATNR,2,6
DGA,CPR,20,31
HPU,AMRO,20,73
HPU,PKW,27,11
HPU,MB,11,104
HPU,GZB,15,37
HPU,GJL,5,51
HPU,SMBL,2,21
HPU,HZR,2,9
HPU,GMS,9,30
HPU,MTC,6,30
HPU,BARL,1,29
HPU,BSC,1,41
AFR,DUB,2,10
AFR,CH,2,14
DGG,RJN,26,31
DGG,G,16,73
DGG,SKS,4,36
KXH,SQR,4,25
KXH,JUC,4,20
BTT,BLTR,4,33
BTT,DEOS,41,20
BTT,BHTR,14,13
BTT,SV,14,49
BTT,MW,2,27
BTT,SRU,13,11
BTW,UMD,8,36
BTW,KWV,8,38
BTV,BHC,2,31
BTV,KRIH,2,7
BTQ,KCV,2,11
BTQ,JOL,2,6
